clip_id,anomaly_type,psnr,ssim,lpips,tlp,warp_error,residual_drop,mask_iou
avenue_01_00_static_object,static_object,24.85802700498037,0.9614318385720253,0.11068986356258392,0.02961558662354946,1.9697197675704956,0.0,0.0
avenue_01_01_moving_object,moving_object,28.964241051458643,0.9731233566999435,0.041701026260852814,0.03471582010388374,2.082883596420288,0.46473541579838223,0.1126038104543234
avenue_01_02_local_appearance,local_appearance,30.234087013983057,0.9739893525838852,0.0419711172580719,0.037944499403238297,1.8994872570037842,-0.6027143137850345,0.1288115504794742
avenue_01_03_static_object,static_object,26.825314068579004,0.9675861448049545,0.07362094521522522,0.05465696007013321,1.8667649030685425,-13.36361252960015,0.042682100617487076
avenue_01_04_moving_object,moving_object,30.310756468557642,0.9744905531406403,0.038712359964847565,0.02811010740697384,1.5069785118103027,0.6913617722540056,0.09655018376007635
avenue_01_05_local_appearance,local_appearance,28.389509224676416,0.9683294296264648,0.05190528929233551,0.04353426396846771,2.1013195514678955,0.0,0.0
avenue_01_06_static_object,static_object,30.32954504468374,0.9716268554329872,0.043292608112096786,0.03492524102330208,1.6640527248382568,-1.2790863821670304,0.15207879819815937
avenue_01_07_moving_object,moving_object,27.1043782470458,0.9715969301760197,0.06866239011287689,0.05390073359012604,2.3351447582244873,0.053750342925317496,0.007271309294430681
avenue_01_08_local_appearance,local_appearance,27.36475756146841,0.9652209654450417,0.04517189413309097,0.04166901484131813,2.211678981781006,-0.4391692383510983,0.10989911404721668
avenue_01_09_static_object,static_object,27.624896073126123,0.9665362611413002,0.04580484703183174,0.03896515443921089,2.215571641921997,-0.38482045166910595,0.12845439650464227
avenue_01_10_moving_object,moving_object,26.65062954404287,0.9674221836030483,0.06410491466522217,0.06884889304637909,2.7568843364715576,0.22243662456947055,0.04786350596406462
avenue_01_11_local_appearance,local_appearance,28.96996309735708,0.9741896390914917,0.03959289938211441,0.04025644809007645,2.4485974311828613,0.0,0.0
avenue_01_12_static_object,static_object,28.926834368490503,0.9790055267512798,0.03220752254128456,0.04131067916750908,2.5187172889709473,-1.7057104475109333,0.23755176244823756
avenue_01_13_moving_object,moving_object,26.664293312811182,0.9662849605083466,0.0773775577545166,0.07023473083972931,2.9671239852905273,0.0,0.0
avenue_01_14_local_appearance,local_appearance,29.48123624303274,0.9724402688443661,0.04191530495882034,0.03985182195901871,2.3103201389312744,0.10767831769514631,0.04192331315258401
avenue_01_15_static_object,static_object,26.2004213569396,0.966033086180687,0.08336804807186127,0.04031609743833542,2.408052921295166,0.0,0.0
avenue_01_16_moving_object,moving_object,29.68915393330984,0.9718914702534676,0.03857965022325516,0.03780927136540413,2.208904504776001,0.46765347521272,0.0951123381949863
avenue_01_17_local_appearance,local_appearance,28.961549305700586,0.9699883535504341,0.04097432643175125,0.04890994727611542,2.903674602508545,0.04336097862111518,0.11200899444873867
avenue_01_18_static_object,static_object,25.92160751798086,0.9643036350607872,0.09251141548156738,0.03379905968904495,2.1113905906677246,0.0,0.0
avenue_01_19_moving_object,moving_object,29.885017180227564,0.9759029559791088,0.03340422362089157,0.030946414917707443,2.5496532917022705,0.6060360066357283,0.12763975936972993
avenue_01_20_local_appearance,local_appearance,30.02587130048208,0.971276830881834,0.037452332675457,0.027840914204716682,1.9438399076461792,-0.11038314990348992,0.162348845391752
avenue_01_21_static_object,static_object,29.76530959584646,0.9722225293517113,0.03849390894174576,0.03390879929065704,2.1972923278808594,-0.3930823959354385,0.14156451256946814
avenue_01_22_moving_object,moving_object,27.021301293157862,0.9714401662349701,0.05743112415075302,0.05345863476395607,2.6635942459106445,0.1955992559229788,0.04680463616900854
avenue_01_23_local_appearance,local_appearance,28.060050511144922,0.9782127700746059,0.02717430517077446,0.028245409950613976,2.555121421813965,0.0,0.0
avenue_01_24_static_object,static_object,38.0303089854949,0.9929452687501907,0.007957955822348595,0.014520424418151379,1.5846178531646729,-0.7319055208456328,0.6356184127556076
avenue_01_25_moving_object,moving_object,31.082237267278956,0.9816672876477242,0.021467924118041992,0.0254678837954998,1.9004119634628296,0.2326458759780649,0.1618162633173355
avenue_01_26_local_appearance,local_appearance,30.52957107999258,0.9760262928903103,0.035923995077610016,0.030086593702435493,2.1522233486175537,-0.43922051350036884,0.185818759936407
avenue_01_27_static_object,static_object,29.649882817053125,0.975804403424263,0.034676238894462585,0.0253231693059206,1.9838814735412598,-5.529483231686805,0.1538059115877583
avenue_01_28_moving_object,moving_object,29.002769493841456,0.9722953923046589,0.0405130609869957,0.04443507641553879,2.6643717288970947,0.5501492393574818,0.0989303700004162
avenue_01_29_local_appearance,local_appearance,29.878039860510157,0.9713598415255547,0.036981791257858276,0.03328429535031319,2.364837408065796,0.5549394761185795,0.16647045420021267
avenue_01_30_static_object,static_object,24.79623367764883,0.952256053686142,0.04863293468952179,0.041440218687057495,2.8784892559051514,-7.455542053506088,0.1344076804388822
avenue_01_31_moving_object,moving_object,30.587469839834498,0.9749945588409901,0.035224124789237976,0.028448861092329025,1.7065740823745728,0.6806038571633098,0.1056502354264761
