clip_id,anomaly_type,psnr,ssim,lpips,tlp,warp_error,residual_drop,mask_iou
ped2_Train001_00_static_object,static_object,42.48042752721243,0.9966301769018173,0.023580290377140045,0.026285963132977486,1.2615844011306763,-41.90940497980572,0.8091743119266055
ped2_Train001_01_moving_object,moving_object,43.12174489476614,0.9972334168851376,0.002919388934969902,0.02292490378022194,1.3148363828659058,0.3052783945174614,0.7846201454432926
ped2_Train001_02_local_appearance,local_appearance,38.480287098669336,0.9952494651079178,0.009793199598789215,0.02091122232377529,1.1531740427017212,0.38632569977801945,0.8542336548767417
ped2_Train001_03_static_object,static_object,56.23387625195913,0.9992810897529125,0.0002638657751958817,0.020171532407402992,1.1107478141784668,-0.6956677509735953,0.8091743119266055
ped2_Train001_04_moving_object,moving_object,47.54573089756899,0.9984125532209873,0.002928943606093526,0.023592989891767502,1.1333191394805908,0.4675693880810611,0.7846201454432926
ped2_Train001_05_local_appearance,local_appearance,43.428390228533075,0.9951563775539398,0.008549352176487446,0.024862635880708694,1.1686612367630005,-0.5471645339626329,0.8542336548767417
ped2_Train001_06_static_object,static_object,44.93011882283621,0.9975203201174736,0.00554170086979866,0.022404078394174576,1.150696873664856,0.06575228477814843,0.8091743119266055
ped2_Train002_00_moving_object,moving_object,50.71865400054388,0.9991763606667519,0.0006843158043920994,0.022066006436944008,1.3968347311019897,0.9274185163030882,0.7846201454432926
ped2_Train002_01_local_appearance,local_appearance,41.423912548803614,0.9963059760630131,0.007601382676512003,0.021795960143208504,1.2688748836517334,-0.21685258593294837,0.8542336548767417
ped2_Train002_02_static_object,static_object,43.91220560052328,0.9957019612193108,0.0035493592731654644,0.02150244638323784,1.247564673423767,-0.7054258257032271,0.8091743119266055
ped2_Train002_03_moving_object,moving_object,58.4800844428771,0.9995677135884762,0.00015896072727628052,0.02087121456861496,1.2748663425445557,0.6568310115034265,0.7846201454432926
ped2_Train002_04_local_appearance,local_appearance,37.26490309216909,0.992133378982544,0.019620422273874283,0.026499539613723755,1.3226200342178345,-1.9646059910421525,0.8542336548767417
ped2_Train002_05_static_object,static_object,36.67885949590139,0.9945919029414654,0.004739689640700817,0.021814262494444847,1.2560882568359375,-0.461527680559165,0.8091743119266055
ped2_Train002_06_moving_object,moving_object,55.247496866964624,0.9992853179574013,0.0005575830582529306,0.022910894826054573,1.2623870372772217,0.9355193679003924,0.7846201454432926
ped2_Train002_07_local_appearance,local_appearance,31.196201348089502,0.982841394841671,0.04201227426528931,0.027519522234797478,1.4534080028533936,-0.36767239222404335,0.8542336548767417
ped2_Train002_08_static_object,static_object,51.00974341609411,0.9984557256102562,0.0022578176576644182,0.023012181743979454,1.271875023841858,-11.557831801584765,0.8091743119266055
ped2_Train003_00_moving_object,moving_object,41.30825450398855,0.996787216514349,0.0030293562449514866,0.026047632098197937,1.4541914463043213,0.05752597802894644,0.7846201454432926
ped2_Train003_01_local_appearance,local_appearance,42.817400598310755,0.996080182492733,0.006948184687644243,0.022229164838790894,1.298361897468567,0.026502701702023006,0.8542336548767417
ped2_Train003_02_static_object,static_object,57.07207968213491,0.9991215951740742,0.00166583270765841,0.021816899999976158,1.2213889360427856,-2.5795707507812367,0.8091743119266055
ped2_Train003_03_moving_object,moving_object,42.302744292997644,0.9975684247910976,0.0019380166195333004,0.023707302287220955,1.3144859075546265,0.025053768597270192,0.7846201454432926
ped2_Train003_04_local_appearance,local_appearance,51.68139626958303,0.9985462054610252,0.0011985430028289557,0.020680494606494904,1.186306118965149,0.8449239645169452,0.8542336548767417
ped2_Train003_05_static_object,static_object,44.908826255583094,0.9951215609908104,0.006908743176609278,0.022515952587127686,1.162513017654419,-0.31717344504972805,0.8091743119266055
ped2_Train003_06_moving_object,moving_object,52.6163434026473,0.9993239529430866,0.0006232212763279676,0.0212679635733366,1.1921073198318481,0.4420524865497793,0.7846201454432926
ped2_Train003_07_local_appearance,local_appearance,32.76888897397451,0.9855446293950081,0.047027476131916046,0.021784795448184013,1.2333738803863525,-0.5055401858984301,0.8542336548767417
ped2_Train003_08_static_object,static_object,52.22058227040701,0.9985540807247162,0.001541034784168005,0.020610719919204712,1.179223656654358,-1.644775918808882,0.8091743119266055
ped2_Train004_00_moving_object,moving_object,44.269342326902674,0.9976966343820095,0.0034636161290109158,0.015469743870198727,0.8002556562423706,0.3231007019629415,0.7846201454432926
ped2_Train004_01_local_appearance,local_appearance,53.36563518025808,0.9987376891076565,0.004774902015924454,0.010983942076563835,0.6264553070068359,0.8178298901738894,0.8542336548767417
ped2_Train004_02_static_object,static_object,45.911799275659845,0.9964877143502235,0.010273028165102005,0.013703993521630764,0.6790798902511597,-32.4229017242622,0.8136531365313653
ped2_Train004_03_moving_object,moving_object,43.443228506826685,0.9990646839141846,0.002103723119944334,0.014097662642598152,0.685940146446228,0.5801192232948139,0.7846201454432926
ped2_Train004_04_local_appearance,local_appearance,50.09727230050497,0.9980751685798168,0.0025923948269337416,0.013068080879747868,0.6850263476371765,0.8143595763206491,0.8542336548767417
ped2_Train004_05_static_object,static_object,34.026674532675074,0.9911181256175041,0.02525775507092476,0.018552960827946663,0.7555466294288635,-17.863253396576646,0.8091743119266055
ped2_Train004_06_moving_object,moving_object,43.523511194967554,0.9976564720273018,0.003167107468470931,0.017390785738825798,0.7966169118881226,0.035790481839202436,0.7846201454432926
ped2_Train004_07_local_appearance,local_appearance,45.67281236627035,0.9975095354020596,0.007339715491980314,0.02102307230234146,0.7795973420143127,0.28124914060312006,0.8542336548767417
ped2_Train004_08_static_object,static_object,56.68989410378866,0.9989827238023281,0.003504255786538124,0.015084225684404373,0.7235137820243835,-1.1772021364329592,0.8091743119266055
ped2_Train004_09_moving_object,moving_object,50.06332790234022,0.998763669282198,0.0013923681108281016,0.018714403733611107,0.8725423216819763,0.7937851752988002,0.7846201454432926
ped2_Train004_10_local_appearance,local_appearance,26.872735523962305,0.9821086153388023,0.0529421865940094,0.021780135110020638,1.124414086341858,-0.958874904387789,0.8542336548767417
ped2_Train005_00_static_object,static_object,46.39539232232504,0.9976666942238808,0.001959888730198145,0.01706622540950775,0.8479875326156616,0.08122177090774123,0.8091743119266055
